symbol,company,market_cap,industry,lodged,tier,tier_kind,collar,funded_collar,blockers
CMM,CAPRICORN METALS LTD,7639200148,Materials,2021-09-29,all directors and employees,all_staff,available,workable,
CMM,CAPRICORN METALS LTD,7639200148,Materials,2021-09-29,Restricted Persons,restricted,clearance_required,workable,
CMM,CAPRICORN METALS LTD,7639200148,Materials,2021-09-29,Directors,director,clearance_required,workable,
CMM,CAPRICORN METALS LTD,7639200148,Materials,2021-09-29,Key Management Personnel,kmp,clearance_required,workable,
CMM,CAPRICORN METALS LTD,7639200148,Materials,2021-09-29,"spouses, dependents and related parties",associate,clearance_required,workable,
TPG,TPG TELECOM LIMITED.,7439881426,Telecommunication Services,2020-06-29,Directors,director,clearance_required,enforcement_restricted,
TPG,TPG TELECOM LIMITED.,7439881426,Telecommunication Services,2020-06-29,Senior Executives,kmp,clearance_required,enforcement_restricted,
TPG,TPG TELECOM LIMITED.,7439881426,Telecommunication Services,2020-06-29,employees and consultants,all_staff,available,enforcement_restricted,
TPG,TPG TELECOM LIMITED.,7439881426,Telecommunication Services,2020-06-29,persons or entities controlled by them,associate,clearance_required,enforcement_restricted,
RMS,RAMELIUS RESOURCES LIMITED,7367538064,Materials,2011-12-29,"directors, officers and employees (including regular consultants)",all_staff,clearance_required,workable,
RMS,RAMELIUS RESOURCES LIMITED,7367538064,Materials,2011-12-29,Directors,director,clearance_required,workable,
RMS,RAMELIUS RESOURCES LIMITED,7367538064,Materials,2011-12-29,the Chairman,other,clearance_required,workable,
RMS,RAMELIUS RESOURCES LIMITED,7367538064,Materials,2011-12-29,immediate family and controlled entities,associate,clearance_required,workable,
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,Directors,director,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,Employees,all_staff,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,Non-Executive Directors,director,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,"Chair of Mirvac Limited, Mirvac Funds Limited or any other listed entity within the Mirvac Group",director,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,Group Chief Executive Officer and Managing Director,kmp,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,Executive Leadership Team,kmp,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,Chief Financial Officer,kmp,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,consultants and contractors of the Mirvac Group whose terms of engagement apply this policy to them,other,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
MGR,MIRVAC GROUP,7319570703,Equity Real Estate Investment Trusts (REITs),2026-08-18,Associate,associate,blocked,blocked,hedging: derivative agreements in respect of any Relevant Mirvac Securities | derivatives: No Director or Employee may enter into any: ... (c) derivative agreements in respect of any Relevant Mirvac Securities.
JBH,JB HI-FI LIMITED,7278363115,Consumer Discretionary Distribution & Retail,2024-10-29,Employees,all_staff,available,workable,
JBH,JB HI-FI LIMITED,7278363115,Consumer Discretionary Distribution & Retail,2024-10-29,Key Persons,restricted,clearance_required,workable,
JBH,JB HI-FI LIMITED,7278363115,Consumer Discretionary Distribution & Retail,2024-10-29,Directors,director,clearance_required,workable,
JBH,JB HI-FI LIMITED,7278363115,Consumer Discretionary Distribution & Retail,2024-10-29,Executives,kmp,clearance_required,workable,
WHC,WHITEHAVEN COAL LIMITED,7113100602,Energy,2019-03-20,Restricted Persons,restricted,clearance_required,workable,
WHC,WHITEHAVEN COAL LIMITED,7113100602,Energy,2019-03-20,Directors,director,unclear,workable,
WHC,WHITEHAVEN COAL LIMITED,7113100602,Energy,2019-03-20,key management personnel,kmp,unclear,workable,
WHC,WHITEHAVEN COAL LIMITED,7113100602,Energy,2019-03-20,Connected Persons,associate,unclear,workable,
ARG,ARGO INVESTMENTS LIMITED,7072967904,Not Applic,2024-12-13,Designated Persons,all_staff,clearance_required,workable,
ARG,ARGO INVESTMENTS LIMITED,7072967904,Not Applic,2024-12-13,Non-executive Directors,director,clearance_required,workable,
ARG,ARGO INVESTMENTS LIMITED,7072967904,Not Applic,2024-12-13,employees,all_staff,clearance_required,workable,
ARG,ARGO INVESTMENTS LIMITED,7072967904,Not Applic,2024-12-13,Closely Connected Persons,associate,clearance_required,workable,
VAU,VAULT MINERALS LIMITED,6983319791,Materials,2015-08-07,"directors, officers and employees",all_staff,unclear,workable,
VAU,VAULT MINERALS LIMITED,6983319791,Materials,2015-08-07,Restricted Persons,restricted,clearance_required,workable,
VAU,VAULT MINERALS LIMITED,6983319791,Materials,2015-08-07,directors,director,clearance_required,workable,
VAU,VAULT MINERALS LIMITED,6983319791,Materials,2015-08-07,key management personnel,kmp,clearance_required,workable,
VAU,VAULT MINERALS LIMITED,6983319791,Materials,2015-08-07,associated parties,associate,unclear,workable,
DNL,DYNO NOBEL LIMITED.,6778558350,Materials,2023-09-01,Employees,all_staff,unclear,workable,
DNL,DYNO NOBEL LIMITED.,6778558350,Materials,2023-09-01,Restricted Persons,restricted,clearance_required,workable,
DNL,DYNO NOBEL LIMITED.,6778558350,Materials,2023-09-01,Directors,director,unclear,workable,
DNL,DYNO NOBEL LIMITED.,6778558350,Materials,2023-09-01,Senior Executives,kmp,unclear,workable,
DNL,DYNO NOBEL LIMITED.,6778558350,Materials,2023-09-01,Nominated Employees,other,unclear,workable,
DNL,DYNO NOBEL LIMITED.,6778558350,Materials,2023-09-01,Connected Persons,associate,unclear,workable,
ALX,ATLAS ARTERIA,6598860349,Transportation,2025-02-20,Staff,all_staff,clearance_required,blocked,
ALX,ATLAS ARTERIA,6598860349,Transportation,2025-02-20,Directors,director,clearance_required,blocked,
ALX,ATLAS ARTERIA,6598860349,Transportation,2025-02-20,CEO and direct reports to the CEO,kmp,clearance_required,blocked,
ALX,ATLAS ARTERIA,6598860349,Transportation,2025-02-20,Associates,associate,clearance_required,blocked,
SDF,STEADFAST GROUP LIMITED,6494031108,Insurance,2025-08-06,Designated Persons,restricted,clearance_required,blocked,
SDF,STEADFAST GROUP LIMITED,6494031108,Insurance,2025-08-06,Directors and alternate directors of Steadfast (other than the Chair),director,clearance_required,blocked,
SDF,STEADFAST GROUP LIMITED,6494031108,Insurance,2025-08-06,Chair,director,clearance_required,blocked,
SDF,STEADFAST GROUP LIMITED,6494031108,Insurance,2025-08-06,key management personnel,kmp,clearance_required,blocked,
SDF,STEADFAST GROUP LIMITED,6494031108,Insurance,2025-08-06,"all directors, employees and contractors of Steadfast",all_staff,available,blocked,
SDF,STEADFAST GROUP LIMITED,6494031108,Insurance,2025-08-06,Associates,associate,clearance_required,blocked,
CGF,CHALLENGER LIMITED,6475056569,Financial Services,2018-12-10,staff,all_staff,clearance_required,workable,
CGF,CHALLENGER LIMITED,6475056569,Financial Services,2018-12-10,Key Management Personnel,kmp,clearance_required,workable,
CGF,CHALLENGER LIMITED,6475056569,Financial Services,2018-12-10,Designated Staff,restricted,clearance_required,workable,
CGF,CHALLENGER LIMITED,6475056569,Financial Services,2018-12-10,Non-Executive Directors,director,available,workable,
CGF,CHALLENGER LIMITED,6475056569,Financial Services,2018-12-10,closely connected persons and entities,associate,clearance_required,workable,
IGO,IGO LIMITED,6467067123,Materials,2019-06-28,Personnel,all_staff,available,blocked,
IGO,IGO LIMITED,6467067123,Materials,2019-06-28,Restricted Persons,restricted,clearance_required,blocked,
IGO,IGO LIMITED,6467067123,Materials,2019-06-28,directors and senior management,kmp,clearance_required,blocked,
IGO,IGO LIMITED,6467067123,Materials,2019-06-28,Directors,director,clearance_required,blocked,
IGO,IGO LIMITED,6467067123,Materials,2019-06-28,Associates,associate,clearance_required,blocked,
RRL,REGIS RESOURCES LIMITED,6388223385,Materials,2010-12-23,all directors and employees of Regis Resources and its subsidiaries,all_staff,unclear,blocked,
RRL,REGIS RESOURCES LIMITED,6388223385,Materials,2010-12-23,Restricted Persons,restricted,unclear,blocked,
RRL,REGIS RESOURCES LIMITED,6388223385,Materials,2010-12-23,Directors,director,unclear,blocked,
RRL,REGIS RESOURCES LIMITED,6388223385,Materials,2010-12-23,Key Management Personnel,kmp,unclear,blocked,
RRL,REGIS RESOURCES LIMITED,6388223385,Materials,2010-12-23,Associates,associate,unclear,blocked,
DXS,DEXUS,6305800468,Equity Real Estate Investment Trusts (REITs),2021-10-08,Employees,all_staff,unclear,workable,
DXS,DEXUS,6305800468,Equity Real Estate Investment Trusts (REITs),2021-10-08,Chairman,director,unclear,workable,
DXS,DEXUS,6305800468,Equity Real Estate Investment Trusts (REITs),2021-10-08,Independent Director,director,unclear,workable,
DXS,DEXUS,6305800468,Equity Real Estate Investment Trusts (REITs),2021-10-08,Chief Executive Officer,kmp,unclear,workable,
DXS,DEXUS,6305800468,Equity Real Estate Investment Trusts (REITs),2021-10-08,Executive General Manager (including KMP),kmp,unclear,workable,
DXS,DEXUS,6305800468,Equity Real Estate Investment Trusts (REITs),2021-10-08,Employee,all_staff,unclear,workable,
DXS,DEXUS,6305800468,Equity Real Estate Investment Trusts (REITs),2021-10-08,Associates,associate,unclear,workable,
AZJ,AURIZON HOLDINGS LIMITED,6211403874,Transportation,2018-04-18,Directors,director,clearance_required,workable,
AZJ,AURIZON HOLDINGS LIMITED,6211403874,Transportation,2018-04-18,Chairman of the Board,director,unclear,workable,
AZJ,AURIZON HOLDINGS LIMITED,6211403874,Transportation,2018-04-18,Executives,kmp,clearance_required,workable,
AZJ,AURIZON HOLDINGS LIMITED,6211403874,Transportation,2018-04-18,Employees,all_staff,unclear,workable,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,Designated Persons,restricted,clearance_required,blocked,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,Chair of the Board,director,clearance_required,blocked,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,Managing Director or any Executive Director,director,clearance_required,blocked,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,Non-Executive Director (excluding the Chair),director,clearance_required,blocked,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,"Key management personnel, 'C-suite' Executives, General Managers or Company Secretary",kmp,clearance_required,blocked,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,Westgold Group Managers or any other Designated Person,restricted,clearance_required,blocked,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,any other employee or contractor of the Westgold Group,all_staff,available,blocked,
WGX,WESTGOLD RESOURCES LIMITED.,6098833261,Materials,2026-07-31,"Deemed Designated Persons (spouse, children under 18, family trusts and family-controlled companies)",associate,clearance_required,blocked,
BEN,BENDIGO AND ADELAIDE BANK LIMITED,6079364852,Banks,2026-01-05,BEN Personnel,all_staff,available,blocked,
BEN,BENDIGO AND ADELAIDE BANK LIMITED,6079364852,Banks,2026-01-05,Designated Officers,restricted,blocked,blocked,hedging: Designated Officers must not: ... Enter into hedging transactions to limit the economic risk of their holdings in BEN se | derivatives: Enter into hedging transactions to limit the economic risk of their holdings in BEN securities. This applies to both unv
BEN,BENDIGO AND ADELAIDE BANK LIMITED,6079364852,Banks,2026-01-05,Board Chair,director,clearance_required,blocked,
BEN,BENDIGO AND ADELAIDE BANK LIMITED,6079364852,Banks,2026-01-05,Other Directors (including CEO),director,clearance_required,blocked,
BEN,BENDIGO AND ADELAIDE BANK LIMITED,6079364852,Banks,2026-01-05,Executive Committee members,kmp,clearance_required,blocked,
BEN,BENDIGO AND ADELAIDE BANK LIMITED,6079364852,Banks,2026-01-05,All other Designated Officers and close connections,restricted,clearance_required,blocked,
BEN,BENDIGO AND ADELAIDE BANK LIMITED,6079364852,Banks,2026-01-05,Close Connections,associate,blocked,blocked,hedging: The following close connections of Designated Officers are also subject to restrictions: Family members ... Entities con
HUB,HUB24 LIMITED,6033269267,Financial Services,2025-04-08,our People,all_staff,clearance_required,clearance_required,
HUB,HUB24 LIMITED,6033269267,Financial Services,2025-04-08,Associates,associate,clearance_required,clearance_required,
HUB,HUB24 LIMITED,6033269267,Financial Services,2025-04-08,Designated Person,restricted,clearance_required,clearance_required,
HUB,HUB24 LIMITED,6033269267,Financial Services,2025-04-08,Directors,director,clearance_required,clearance_required,
HUB,HUB24 LIMITED,6033269267,Financial Services,2025-04-08,Chair of HUB24's Board,director,clearance_required,clearance_required,
HUB,HUB24 LIMITED,6033269267,Financial Services,2025-04-08,executive Key Management Personnel,kmp,clearance_required,clearance_required,
HUB,HUB24 LIMITED,6033269267,Financial Services,2025-04-08,Company Secretary,other,clearance_required,clearance_required,
APE,EAGERS AUTOMOTIVE LIMITED,6019975706,Consumer Discretionary Distribution & Retail,2025-07-29,Restricted Persons,restricted,notification_required,workable,
APE,EAGERS AUTOMOTIVE LIMITED,6019975706,Consumer Discretionary Distribution & Retail,2025-07-29,Directors,director,clearance_required,workable,
APE,EAGERS AUTOMOTIVE LIMITED,6019975706,Consumer Discretionary Distribution & Retail,2025-07-29,KMP,kmp,clearance_required,workable,
APE,EAGERS AUTOMOTIVE LIMITED,6019975706,Consumer Discretionary Distribution & Retail,2025-07-29,Senior Executive,other,clearance_required,workable,
APE,EAGERS AUTOMOTIVE LIMITED,6019975706,Consumer Discretionary Distribution & Retail,2025-07-29,Employees,all_staff,clearance_required,workable,
APE,EAGERS AUTOMOTIVE LIMITED,6019975706,Consumer Discretionary Distribution & Retail,2025-07-29,Related Party,associate,clearance_required,workable,
AMP,AMP LIMITED,5984668662,Financial Services,2023-08-14,Directors,director,notification_required,workable,
AMP,AMP LIMITED,5984668662,Financial Services,2023-08-14,members of the Executive Committee,kmp,clearance_required,workable,
AMP,AMP LIMITED,5984668662,Financial Services,2023-08-14,Designated Persons,restricted,notification_required,workable,
AMP,AMP LIMITED,5984668662,Financial Services,2023-08-14,Employees,all_staff,available,workable,
AMP,AMP LIMITED,5984668662,Financial Services,2023-08-14,Key Management Personnel,kmp,clearance_required,workable,
AMP,AMP LIMITED,5984668662,Financial Services,2023-08-14,Close Associates,associate,clearance_required,workable,
AGL,AGL ENERGY LIMITED.,5839445982,Utilities,2023-05-12,AGL Employees,all_staff,clearance_required,blocked,
AGL,AGL ENERGY LIMITED.,5839445982,Utilities,2023-05-12,Designated Persons,restricted,clearance_required,blocked,
AGL,AGL ENERGY LIMITED.,5839445982,Utilities,2023-05-12,AGL Directors,director,clearance_required,blocked,
AGL,AGL ENERGY LIMITED.,5839445982,Utilities,2023-05-12,Connected Persons,associate,clearance_required,blocked,
ANN,ANSELL LIMITED,5807589465,Health Care Equipment & Services,2023-06-19,Designated Persons,restricted,clearance_required,blocked,
ANN,ANSELL LIMITED,5807589465,Health Care Equipment & Services,2023-06-19,Directors,director,clearance_required,blocked,
ANN,ANSELL LIMITED,5807589465,Health Care Equipment & Services,2023-06-19,ELT Members,kmp,clearance_required,blocked,
ANN,ANSELL LIMITED,5807589465,Health Care Equipment & Services,2023-06-19,Vice Presidents,other,clearance_required,blocked,
ANN,ANSELL LIMITED,5807589465,Health Care Equipment & Services,2023-06-19,Designated Employees,other,clearance_required,blocked,
ANN,ANSELL LIMITED,5807589465,Health Care Equipment & Services,2023-06-19,employees,all_staff,available,blocked,
ANN,ANSELL LIMITED,5807589465,Health Care Equipment & Services,2023-06-19,Closely Related Parties,associate,clearance_required,blocked,
EDV,ENDEAVOUR GROUP LIMITED,5764279410,Consumer Staples Distribution & Retail,2022-12-22,Designated Persons,restricted,blocked,workable,"hedging: Additionally, Designated Persons and their Associates must not: ... enter into Hedging arrangements in relation to Endea | derivatives: Any product (such as options, forward contracts, swaps, futures, warrants, caps, collars and contracts for difference) o"
EDV,ENDEAVOUR GROUP LIMITED,5764279410,Consumer Staples Distribution & Retail,2022-12-22,Endeavour directors,director,blocked,workable,"hedging: Designated Persons are: non-executive directors, the CEO and the Company Secretary of Endeavour ... Additionally, Design"
EDV,ENDEAVOUR GROUP LIMITED,5764279410,Consumer Staples Distribution & Retail,2022-12-22,Executive Committee member,kmp,blocked,workable,hedging: Executives Committee members and their direct reports; ... Designated Persons and their Associates must not: ... enter i
EDV,ENDEAVOUR GROUP LIMITED,5764279410,Consumer Staples Distribution & Retail,2022-12-22,Endeavour equity-based remuneration plan participants,plan_participant,available,workable,
EDV,ENDEAVOUR GROUP LIMITED,5764279410,Consumer Staples Distribution & Retail,2022-12-22,team members,all_staff,available,workable,
EDV,ENDEAVOUR GROUP LIMITED,5764279410,Consumer Staples Distribution & Retail,2022-12-22,Associates,associate,blocked,workable,hedging: Designated Persons and their Associates must not: ... enter into Hedging arrangements in relation to Endeavour Securitie
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,5759909096,Commercial & Professional Services,2024-08-27,Directors,director,blocked,workable,hedging: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig | derivatives: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,5759909096,Commercial & Professional Services,2024-08-27,Executives,kmp,blocked,workable,hedging: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig | derivatives: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,5759909096,Commercial & Professional Services,2024-08-27,Employees,all_staff,blocked,workable,hedging: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig | derivatives: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,5759909096,Commercial & Professional Services,2024-08-27,Related Parties,associate,blocked,workable,hedging: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig | derivatives: Directors and Employees must not trade in CWY derivatives.  This applies to all CWY securities including performance rig
PDN,PALADIN ENERGY LTD,5217051268,Energy,2025-05-16,Paladin Personnel,all_staff,blocked,blocked,hedging: You are prohibited from hedging securities granted as incentives under any Paladin employee incentive scheme. This relat
PDN,PALADIN ENERGY LTD,5217051268,Energy,2025-05-16,Restricted Persons,restricted,clearance_required,blocked,
PDN,PALADIN ENERGY LTD,5217051268,Energy,2025-05-16,Closely Connected Persons,associate,clearance_required,blocked,
HVN,HARVEY NORMAN HOLDINGS LIMITED,5195847747,Consumer Discretionary Distribution & Retail,2016-02-29,Key Management Personnel,kmp,clearance_required,blocked,
HVN,HARVEY NORMAN HOLDINGS LIMITED,5195847747,Consumer Discretionary Distribution & Retail,2016-02-29,Restricted Person,restricted,clearance_required,blocked,
HVN,HARVEY NORMAN HOLDINGS LIMITED,5195847747,Consumer Discretionary Distribution & Retail,2016-02-29,Employee,all_staff,available,blocked,
TLX,TELIX PHARMACEUTICALS LIMITED,5188506169,"Pharmaceuticals, Biotechnology & Life Sciences",2025-12-14,Employees,all_staff,blocked,blocked,hedging: Employees and Partners must not engage in hedging of Telix Securities. Hedging is a form of dealing and includes enterin | derivatives: Hedging is a form of dealing and includes entering into transactions in financial products that operate to limit the eco
TLX,TELIX PHARMACEUTICALS LIMITED,5188506169,"Pharmaceuticals, Biotechnology & Life Sciences",2025-12-14,Partners,other,blocked,blocked,hedging: Employees and Partners must not engage in hedging of Telix Securities. Hedging is a form of dealing and includes enterin | derivatives: Hedging is a form of dealing and includes entering into transactions in financial products that operate to limit the eco
TLX,TELIX PHARMACEUTICALS LIMITED,5188506169,"Pharmaceuticals, Biotechnology & Life Sciences",2025-12-14,Restricted Persons,restricted,blocked,blocked,hedging: Employees and Partners must not engage in hedging of Telix Securities. Hedging is a form of dealing and includes enterin | derivatives: Hedging is a form of dealing and includes entering into transactions in financial products that operate to limit the eco
TLX,TELIX PHARMACEUTICALS LIMITED,5188506169,"Pharmaceuticals, Biotechnology & Life Sciences",2025-12-14,Directors,director,blocked,blocked,hedging: Employees and Partners must not engage in hedging of Telix Securities. Hedging is a form of dealing and includes enterin | derivatives: Hedging is a form of dealing and includes entering into transactions in financial products that operate to limit the eco
TLX,TELIX PHARMACEUTICALS LIMITED,5188506169,"Pharmaceuticals, Biotechnology & Life Sciences",2025-12-14,Connected Persons,associate,blocked,blocked,hedging: Employees and Partners must not engage in hedging of Telix Securities. Hedging is a form of dealing and includes enterin | derivatives: Hedging is a form of dealing and includes entering into transactions in financial products that operate to limit the eco
NHC,NEW HOPE CORPORATION LIMITED,5155453360,Energy,2022-07-28,"directors, employees and contractors",all_staff,available,workable,
NHC,NEW HOPE CORPORATION LIMITED,5155453360,Energy,2022-07-28,Restricted Personnel,restricted,blocked,workable,hedging: Restricted Personnel and their Associates are prohibited from entering into: (a) transactions in financial products whic | derivatives: transactions in financial products which operate to limit the economic risk of Securities or entitlements to acquire Sec
NHC,NEW HOPE CORPORATION LIMITED,5155453360,Energy,2022-07-28,Key Management Personnel,kmp,clearance_required,workable,
NHC,NEW HOPE CORPORATION LIMITED,5155453360,Energy,2022-07-28,Associates,associate,clearance_required,workable,
SEK,SEEK LIMITED,5126133121,Media & Entertainment,2025-09-01,SEEK Personnel,all_staff,available,workable,
SEK,SEEK LIMITED,5126133121,Media & Entertainment,2025-09-01,Designated Persons,restricted,clearance_required,workable,
SEK,SEEK LIMITED,5126133121,Media & Entertainment,2025-09-01,Directors,director,clearance_required,workable,
SEK,SEEK LIMITED,5126133121,Media & Entertainment,2025-09-01,Members of the Executive Leadership Team,kmp,clearance_required,workable,
SEK,SEEK LIMITED,5126133121,Media & Entertainment,2025-09-01,Associates,associate,clearance_required,workable,
NWL,NETWEALTH GROUP LIMITED,5084619686,Financial Services,2021-06-09,Employees,all_staff,clearance_required,workable,
NWL,NETWEALTH GROUP LIMITED,5084619686,Financial Services,2021-06-09,Senior Executives and Nominated Employees,kmp,clearance_required,workable,
NWL,NETWEALTH GROUP LIMITED,5084619686,Financial Services,2021-06-09,Directors,director,clearance_required,workable,
NWL,NETWEALTH GROUP LIMITED,5084619686,Financial Services,2021-06-09,Chair of the Board,director,clearance_required,workable,
NWL,NETWEALTH GROUP LIMITED,5084619686,Financial Services,2021-06-09,Connected Persons,associate,clearance_required,workable,
VEA,VIVA ENERGY GROUP LIMITED,4993263645,Energy,2019-10-25,Company Personnel,all_staff,available,workable,
VEA,VIVA ENERGY GROUP LIMITED,4993263645,Energy,2019-10-25,Designated Persons,restricted,clearance_required,workable,
VEA,VIVA ENERGY GROUP LIMITED,4993263645,Energy,2019-10-25,Directors and Senior Management,kmp,clearance_required,workable,
VEA,VIVA ENERGY GROUP LIMITED,4993263645,Energy,2019-10-25,Chair of the Board,director,clearance_required,workable,
VEA,VIVA ENERGY GROUP LIMITED,4993263645,Energy,2019-10-25,Affected Parties,associate,clearance_required,workable,
360,LIFE360 INC.,4928447888,Software & Services,2024-03-05,Insiders,all_staff,blocked,workable,"hedging: Engage in hedging or monetization transactions involving our securities, such as zero cost collars and forward sale cont | hedging: Engage in hedging or monetization transactions involving our securities, such as zero cost collars and forward sale cont | derivatives: Other than the exercise of equity awards issued by us, engage in transactions involving options or other derivative secu"
360,LIFE360 INC.,4928447888,Software & Services,2024-03-05,Section 16 Officers,director,clearance_required,workable,
360,LIFE360 INC.,4928447888,Software & Services,2024-03-05,Designated Insiders,restricted,clearance_required,workable,
360,LIFE360 INC.,4928447888,Software & Services,2024-03-05,Associates,associate,clearance_required,workable,
WOR,WORLEY LIMITED,4886355234,Capital Goods,2025-05-09,Worley personnel,all_staff,unclear,workable,
WOR,WORLEY LIMITED,4886355234,Capital Goods,2025-05-09,Designated personnel,restricted,unclear,workable,
WOR,WORLEY LIMITED,4886355234,Capital Goods,2025-05-09,Directors,director,unclear,workable,
WOR,WORLEY LIMITED,4886355234,Capital Goods,2025-05-09,Chairman of the Board,director,unclear,workable,
WOR,WORLEY LIMITED,4886355234,Capital Goods,2025-05-09,Associates,associate,unclear,workable,
A2M,THE A2 MILK COMPANY LIMITED,4827010286,"Food, Beverage & Tobacco",2020-08-07,"Directors, employees and contractors",all_staff,clearance_required,workable,
A2M,THE A2 MILK COMPANY LIMITED,4827010286,"Food, Beverage & Tobacco",2020-08-07,Restricted Persons,restricted,clearance_required,workable,
A2M,THE A2 MILK COMPANY LIMITED,4827010286,"Food, Beverage & Tobacco",2020-08-07,Chair of the Board,director,clearance_required,workable,
A2M,THE A2 MILK COMPANY LIMITED,4827010286,"Food, Beverage & Tobacco",2020-08-07,Other Directors (including CEO),director,clearance_required,workable,
A2M,THE A2 MILK COMPANY LIMITED,4827010286,"Food, Beverage & Tobacco",2020-08-07,Senior Executives,kmp,clearance_required,workable,
A2M,THE A2 MILK COMPANY LIMITED,4827010286,"Food, Beverage & Tobacco",2020-08-07,Other persons identified by the Company from time to time,other,clearance_required,workable,
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,Employees,all_staff,blocked,workable,"hedging: No Employee may enter into any agreement, arrangement or scheme (including options, hedging arrangements or other Deriva | derivatives: Derivative includes a derivative within the meaning of section 761D of the Corporations Act (such as an option, forward "
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,Restricted Persons,restricted,clearance_required,workable,
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,Closely Connected Parties,associate,clearance_required,workable,
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,Chair of the Board,director,clearance_required,workable,
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,Breville Director (excluding Chair of the Board),director,clearance_required,workable,
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,"Chief Executive Officer, Group Executive, or a Company Secretary",kmp,clearance_required,workable,
BRG,BREVILLE GROUP LIMITED,4786914441,Consumer Durables & Apparel,2022-07-11,All other Restricted Persons,restricted,clearance_required,workable,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Employees,all_staff,available,blocked,
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Restricted Employees,restricted,blocked,blocked,hedging: enter into any hedging arrangements that limit exposure to Sims’ securities. | derivatives: Restricted Employees must not undertake any of the following dealings with respect to Sims’ securities: ... trade in der
SGM,SIMS LIMITED,4774787208,Materials,2024-11-18,Directors and Officers,director,clearance_required,blocked,
